Unnamed: 0,source,author,title,description,urlToImage,publishedAt,content
77,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,French factory activity grows faster in February: PMI - Reuters India,"French manufacturing activity expanded at a faster rate in February, a monthly survey showed on Monday, as output and new orders rose in the euro zone's second-biggest economy.",https://static.reuters.com/resources/r/?m=02&d=20210301&t=2&i=1553295044&r=LYNXNPEH20123&w=800,2021-03-01T09:06:00Z,"By Reuters Staff
FILE PHOTO: An employee works on the automobile assembly line of Bluecar electric city cars at Renault car maker factory in Dieppe, western France, September 1, 2015. REUTERS/Philip… [+936 chars]"
78,"{'id': 'reuters', 'name': 'Reuters'}",Devjyot Ghoshal,India treads gently on Myanmar despite escalating violence - Reuters,"India is taking a cautious approach in its response to the military coup in neighbouring Myanmar, worried about the future of ambitious projects worth about $650 million and reluctant to openly denounce generals who could move closer to its rival China.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-03T13:46:00Z,"NEW DELHI, March 3 (Reuters) - India is taking a cautious approach in its response to the military coup in neighbouring Myanmar, worried about the future of ambitious projects worth about $650 millio… [+3943 chars]"
79,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,ArcelorMittal Nippon Steel India plans $6.88 billion steel plant - Reuters,ArcelorMittal Nippon Steel India Ltd signed an agreement on Thursday with the eastern Indian state of Odisha to build a $6.88 billion steel mill.,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-04T15:56:00Z,"By Reuters Staff
NEW DELHI, March 4 (Reuters) - ArcelorMittal Nippon Steel India Ltd signed an agreement on Thursday with the eastern Indian state of Odisha to build a $6.88 billion steel mill.
The… [+733 chars]"
80,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,India passes key vaccination milestone after relaxations - Reuters,"India administered 1.4 million vaccine doses in the past 24 hours, health ministry data showed on Friday, the highest in a day since the campaign began in mid-January as the government moves to address initial hiccups.",https://static.reuters.com/resources/r/?m=02&d=20210305&t=2&i=1553828768&r=LYNXNPEH240AB&w=800,2021-03-05T06:33:00Z,"By Reuters Staff
NEW DELHI (Reuters) - India administered 1.4 million vaccine doses in the past 24 hours, health ministry data showed on Friday, the highest in a day since the campaign began in mid-… [+1354 chars]"
81,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"Nineteen Myanmar police cross into India, seeking refuge - Reuters","At least 19 Myanmar police officers have crossed over into India and are seeking refuge there, a senior police official told Reuters.",https://static.reuters.com/resources/r/?m=02&d=20210304&t=2&i=1553738936&r=LYNXMPEH230R8&w=800,2021-03-04T11:55:00Z,"By Reuters Staff
FILE PHOTO: Myanmar citizens living in India hold placards during a protest, organised by Chin Refugee Committee, against the military coup in Myanmar, in New Delhi, India, March 3,… [+695 chars]"
82,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Factbox: What is the International Criminal Court? - Reuters India,The prosecutor of the International Criminal Court on Wednesday opened a formal investigation into possible war crimes committed in the Palestinian Territories.,https://static.reuters.com/resources/r/?m=02&d=20210303&t=2&i=1553622262&r=LYNXMPEH2216L&w=800,2021-03-03T16:31:00Z,"By Reuters Staff
THE HAGUE (Reuters) - The prosecutor of the International Criminal Court on Wednesday opened a formal investigation into possible war crimes committed in the Palestinian Territories… [+2667 chars]"
83,"{'id': 'reuters', 'name': 'Reuters'}",Devjyot Ghoshal,India treads gently on Myanmar despite escalating violence - Reuters,"India is taking a cautious approach in its response to the military coup in neighbouring Myanmar, worried about the future of ambitious projects worth about $650 million and reluctant to openly denounce generals who could move closer to its rival China.",https://static.reuters.com/resources/r/?m=02&d=20210303&t=2&i=1553599646&r=LYNXMPEH220W1&w=800,2021-03-03T13:48:00Z,"NEW DELHI (Reuters) - India is taking a cautious approach in its response to the military coup in neighbouring Myanmar, worried about the future of ambitious projects worth about $650 million and rel… [+4027 chars]"
84,"{'id': 'reuters', 'name': 'Reuters'}",Amlan Chakraborty,"IPL returns to India, without spectators initially - Reuters","The popular Indian Premier League (IPL) will begin in Chennai on April 9 and will be played across six venues, initially without spectators, the Indian cricket board said on Sunday.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-07T08:24:00Z,"NEW DELHI (Reuters) - The popular Indian Premier League (IPL) will begin in Chennai on April 9 and will be played across six venues, initially without spectators, the Indian cricket board said on Sun… [+1596 chars]"
85,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"India, world's top vaccine maker, denies shortage at home - Reuters",India's federal government on Tuesday denied any shortage of coronavirus vaccine doses in a big northwestern state and said it was sending supplies around the country based on demand and consumption patterns.,https://static.reuters.com/resources/r/?m=02&d=20210309&t=2&i=1554243028&r=LYNXMPEH280JI&w=800,2021-03-09T09:45:00Z,"By Reuters Staff
FILE PHOTO: Officials arrange boxes containing vials of COVISHIELD, a coronavirus disease (COVID-19) vaccine manufactured by Serum Institute of India, after a consignment of the vac… [+1905 chars]"
86,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Manish Singh,India’s Paytm turns Android smartphones into POS machines in merchants push,"Paytm said on Tuesday it is turning NFC-enabled Android smartphones into point-of-sale machines, as it looks to win more merchants in one of the world’s largest mobile payments markets. A Paytm merchant partner will now be able to enable card acceptance featu…",https://techcrunch.com/wp-content/uploads/2020/09/GettyImages-631364250.jpg?w=600,2021-03-09T07:55:51Z,"Paytm said on Tuesday it is turning NFC-enabled Android smartphones into point-of-sale machines, as it looks to win more merchants in one of the world’s largest mobile payments markets.
A Paytm merc… [+2346 chars]"
87,"{'id': None, 'name': 'Android Central'}",Babu Mohan,Google's upcoming Pixel 4a successor could be made in India,"The search giant is looking to capture a greater share of India's mid-range smartphone segment this year.



What you need to know


A Google executive has revealed that the tech giant plans to significantly increase its focus on the Indian smartphone market …",https://www.androidcentral.com/sites/androidcentral.com/files/styles/large/public/article_images/2020/07/google-pixel-4a-black-screen-full-2.jpg,2021-03-11T15:40:29Z,"Google is planning to start manufacturing Pixel phones in India, according to a new report. The report also claims that the company has big plans for country's smartphone market this year.
Speaking … [+1655 chars]"
88,"{'id': None, 'name': 'MacRumors'}",Tim Hardwick,Apple Set to Begin iPhone 12 Production in India,"Apple will soon start flagship iPhone 12 production on Indian soil for local customers, the company said on Tuesday (via Punjab News Express). 



""We are proud to be starting production of ‌iPhone 12‌ in India for our local customers,"" Apple told the Indo-As…",https://images.macrumors.com/t/hRhd4c24AKjBMJoO6obUaSG-JaI=/2715x/https://images.macrumors.com/article-new/2020/08/iPhone-12-Made-in-India.jpg,2021-03-09T12:40:44Z,"Apple will soon start flagship iPhone 12 production on Indian soil for local customers, the company said on Tuesday (via Punjab News Express). 
""We are proud to be starting production of ‌iPhone 12‌… [+1810 chars]"
89,"{'id': None, 'name': 'Sky Sports'}",Sky Sports,"Jofra Archer is in complete control of his game and only getting better, say Stuart Broad and Rob Key - Sky Sports","<ol><li>Jofra Archer is in complete control of his game and only getting better, say Stuart Broad and Rob Key  Sky Sports
</li><li>India v England: Jofra Archer & Jason Roy star in first T20 win  BBC Sport
</li><li>Jason Roy blasts England home in first T20…",https://e1.365dm.com/21/03/1600x900/skysports-bcci-jofra-archer_5302574.jpg,2021-03-12T20:05:11Z,"Stuart Broad has praised the match-winning attributes of Jofra Archer and believes the England fast bowler is only going to get better.
Archer was the standout performer in a superb England bowling … [+3134 chars]"
90,"{'id': 'reuters', 'name': 'Reuters'}",Bhargav Acharya,UK to receive 10 million AstraZeneca COVID-19 vaccine doses from India's Serum Institute - Reuters,"The UK will receive 10 million AstraZeneca COVID-19 vaccine doses made by the Serum Institute of India (SII), the UK government said in a statement on Tuesday.",https://static.reuters.com/resources/r/?m=02&d=20210302&t=2&i=1553508906&r=LYNXNPEH211H1&w=800,2021-03-02T21:17:00Z,"(Reuters) - The UK will receive 10 million AstraZeneca COVID-19 vaccine doses made by the Serum Institute of India (SII), the UK government said in a statement on Tuesday.
FILE PHOTO: An employee in… [+1902 chars]"
91,"{'id': 'reuters', 'name': 'Reuters'}","Krishna N. Das, Sachin Ravikumar",India's next phase of virus crisis likely to be localised outbreaks - Reuters,Experts say that the relatively low hospitalisation and fatality rates in India suggest the coronavirus pandemic is approaching its next phase - largely manageable local outbreaks.,https://static.reuters.com/resources/r/?m=02&d=20210302&t=2&i=1553456223&r=LYNXNPEH210UM&w=800,2021-03-02T13:25:00Z,NEW DELHI (Reuters) - Experts say that the relatively low hospitalisation and fatality rates in India suggest the coronavirus pandemic is approaching its next phase - largely manageable local outbrea… [+4104 chars]
92,"{'id': 'reuters', 'name': 'Reuters'}","Krishna N. Das, Sachin Ravikumar",India's next phase of virus crisis likely to be localised outbreaks - Reuters,Experts say that the relatively low hospitalisation and fatality rates in India suggest the coronavirus pandemic is approaching its next phase - largely manageable local outbreaks.,https://static.reuters.com/resources/r/?m=02&d=20210302&t=2&i=1553454905&r=LYNXMPEH210TZ&w=800,2021-03-02T13:14:00Z,NEW DELHI (Reuters) - Experts say that the relatively low hospitalisation and fatality rates in India suggest the coronavirus pandemic is approaching its next phase - largely manageable local outbrea… [+4024 chars]
93,"{'id': 'reuters', 'name': 'Reuters'}",Sunil Kataria,"While Delhi doctor battles COVID, her autistic sons pine - Reuters",An already challenging life combining full-time work as a doctor with mothering two autistic sons was turned upside down for Meenakshi Mourya when the pandemic hit India.,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-05T01:13:00Z,"NEW DELHI (Reuters) - An already challenging life combining full-time work as a doctor with mothering two autistic sons was turned upside down for Meenakshi Mourya when the pandemic hit India.
The c… [+1829 chars]"
94,"{'id': 'reuters', 'name': 'Reuters'}",Sunil Kataria,"While Delhi doctor battles COVID, her autistic sons pine - Reuters",An already challenging life combining full-time work as a doctor with mothering two autistic sons was turned upside down for Meenakshi Mourya when the pandemic hit India.,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-05T02:23:00Z,"NEW DELHI (Reuters) - An already challenging life combining full-time work as a doctor with mothering two autistic sons was turned upside down for Meenakshi Mourya when the pandemic hit India.
The c… [+1829 chars]"
95,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Maruti Suzuki India to raise prices to tackle higher costs - Reuters,"Maruti Suzuki India Ltd will raise prices for different car models in April due to a rise in various input costs, the automaker said on Monday.",https://static.reuters.com/resources/r/?m=02&d=20210322&t=2&i=1555732782&r=LYNXMPEH2L0UT&w=800,2021-03-22T10:54:00Z,"By Reuters Staff
FILE PHOTO: Cars are seen parked at Maruti Suzuki's plant at Manesar, in the northern state of Haryana, India, August 11, 2019. REUTERS/Anushree Fadnavis/File Photo
BENGALURU (Reut… [+254 chars]"
96,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Japan PM Suga to hold online Quad meeting on Friday: spokesman - Reuters Canada,"Japanese Prime Minister Yoshihide Suga will join an online meeting with leaders from the United States, Australia and India on Friday, Japan's top government spokesman confirmed on Wednesday.",https://static.reuters.com/resources/r/?m=02&d=20210310&t=2&i=1554341073&r=LYNXMPEH2905S&w=800,2021-03-10T02:48:00Z,"By Reuters Staff
FILE PHOTO: Japanese Prime Minister Yoshihide Suga speaks during a news conference in Tokyo, Japan March 5, 2021. Yuichi Yamazaki/Pool via REUTERS
TOKYO (Reuters) - Japanese Prime … [+349 chars]"
97,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,India's Modi says quick steps needed to stop second COVID-19 peak - Reuters,"India needs to take quick and decisive steps soon to stop an emerging second ""peak"" of COVID-19 infections, Prime Minister Narendra Modi said on Wednesday.",https://static.reuters.com/resources/r/?m=02&d=20210317&t=2&i=1555177969&r=LYNXMPEH2G0NC&w=800,2021-03-17T09:18:00Z,"By Reuters Staff
FILE PHOTO: India's Prime Minister Narendra Modi removes his face mask to address a gathering before flagging off the ""Dandi March"", or Salt March, to celebrate the 75th anniversary… [+425 chars]"
98,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Amazon Prime Video to produce its first Bollywood film in India - Reuters,"Amazon.com's Prime Video will co-produce a Bollywood film, it said on Friday, marking the streaming giant's foray into film production in India.",https://static.reuters.com/resources/r/?m=02&d=20210317&t=2&i=1555187828&r=LYNXMPEH2G0RJ&w=800,2021-03-17T10:34:00Z,"By Reuters Staff
NEW DELHI (Reuters) - Amazon.coms Prime Video will co-produce a Bollywood film, it said on Friday, marking the streaming giants foray into film production in India.
FILE PHOTO: The… [+1508 chars]"
99,"{'id': 'reuters', 'name': 'Reuters'}","Rajendra Jadhav, Sumita Layek",Higher prices stall gold demand in India; activity dim elsewhere - Reuters,"Physical gold demand was subdued in India this week as a rebound in domestic prices kept consumers away, while activity in other top hubs also remained lacklustre.",https://static.reuters.com/resources/r/?m=02&d=20210319&t=2&i=1555479392&r=LYNXMPEH2I0PM&w=800,2021-03-19T12:16:00Z,"(Reuters) - Physical gold demand was subdued in India this week as a rebound in domestic prices kept consumers away, while activity in other top hubs also remained lacklustre.
FILE PHOTO: Seller wai… [+1838 chars]"
100,"{'id': 'engadget', 'name': 'Engadget'}",https://www.engadget.com/about/editors/steve-dent,Tesla now accepts Bitcoin in the US,"As it promised earlier this year, Tesla now accepts payment in Bitcoin, according to Tesla's website and a tweet from CEO Elon Musk.",https://s.yimg.com/os/creatr-uploaded-images/2021-03/d3bc78e0-8116-11eb-87fb-7bddf8711d48,2021-03-24T08:29:16Z,"As it promised earlier this year, Tesla now accepts payment in Bitcoin, according to Tesla's website and a tweet from CEO Elon Musk. In a subsequent tweet, Musk said that ""Bitcoin paid to Tesla will … [+1390 chars]"
101,"{'id': 'wired', 'name': 'Wired'}",Albert Fox Cahn,Vaccine Passports Can Help the US Reopen—or Further Divide Us,"Overly restrictive “yellow cards” could end up disproportionately excluding Black and Latinx citizens from jobs, schools, or even the neighborhood market.","https://media.wired.com/photos/603d75c49ce0b4203085d962/191:100/w_1280,c_limit/OpEd-Covid-Vaccine-Passport-1231007653.jpg",2021-03-02T14:00:00Z,"Having a passport in your pocket can at times feel almost magical. Borders fade away, immigration queues disappear, and suddenly the world feels more accessible. For those of us lucky enough to have … [+4451 chars]"
102,"{'id': None, 'name': 'Lifehacker.com'}",Sam Blum,Send Us Your Relationship Questions for Some 'Tough Love',"After a too-long hiatus, Lifehacker’s relationship column Tough Love is returning. The column’s new iteration will be written by me, and I’m very excited to forge a deep relationship with the site’s readers by helping them with their romantic, personal and ex…","https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/jlz9v75gbezd1epzceez.png",2021-03-02T16:45:00Z,"After a too-long hiatus, Lifehackers relationship column Tough Love is returning. The columns new iteration will be written by me, and Im very excited to forge a deep relationship with the sites read… [+2192 chars]"
103,"{'id': 'wired', 'name': 'Wired'}",Adam Rogers,The Raging Evolutionary War Between Humans and Covid-19,"Fighting the pandemic isn’t only about vaccines and drugs. It’s about understanding how viruses mutate and change inside us, and among us.","https://media.wired.com/photos/60395f5a490220e41e906b90/191:100/w_1280,c_limit/Science_covidevolution_1257547744.jpg",2021-03-01T12:00:00Z,"The race is on. Vaccines against the virus that causes Covid-19 are needling into shoulders around the world, the tip-of-the-hypodermic spear of a year-long scientific triumph. But that protean virus… [+4050 chars]"
104,"{'id': None, 'name': 'Lifehacker.com'}",Aisha Jordan,11 Movies and Shows That Will Inspire You to Try Something New,"The movies and TV we watch are more than just entertainment—they have the ability to impact our behavior. Inspiring characters and storylines can teach us something new and spur us to change our thinking, or even our lives. The change doesn’t even have to be …","https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/i5pindq9assl2q4dqtny.png",2021-03-19T16:30:00Z,A League of Their Own is based on the first All-American Girls Professional Baseball League (AAGPBL) which began in the early 1940s. Sisters Dottie Hinson (Gina Davis) and Kit Keller (Lori Petty) joi… [+594 chars]
105,"{'id': None, 'name': 'Lifehacker.com'}",Elizabeth Yuko,How to Use Daydreams to Ward off Boredom,"Remember being at church or a school assembly as a kid and letting your mind wander, and then all of a sudden, the boring event was over? Daydreaming took us out of the place we were physically located and brought us basically anywhere else, and made the time…","https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/k5gzwib6uzfhffmnmrqt.jpg",2021-03-07T14:30:00Z,"Remember being at church or a school assembly as a kid and letting your mind wander, and then all of a sudden, the boring event was over? Daydreaming took us out of the place we were physically locat… [+2705 chars]"
106,"{'id': 'engadget', 'name': 'Engadget'}",https://www.engadget.com/about/editors/kris-holt,Google will split a $3 million COVID-19 fact-checking fund among 11 projects,Univision will create bilingual videos to combat misinformation among Hispanic residents in the US.,https://s.yimg.com/os/creatr-uploaded-images/2021-03/9aaa11c0-81b6-11eb-9ee7-3746b582134f,2021-03-16T13:00:04Z,Google News Initiative (GNI) has revealed the 11 projects that will receive funding to provide accurate information about COVID-19 vaccines. The goal is to reach people who are underserved by other f… [+1886 chars]
107,"{'id': 'wired', 'name': 'Wired'}",WIRED Staff,Soothe Yourself With a Picture Book About the Internet Dying,"“Let us bake a pie, though we know not which recipe is rated highest.”","https://media.wired.com/photos/6050e82467c8dbe8ab36aab0/191:100/w_1280,c_limit/OFF-Interview-Top-ART.jpg",2021-03-18T13:00:00Z,"In the beginningGore created the internet, and for a while it wasnt completely awful. Nyan Cat begat Grumpy Cat, the Ice Bucket Challenge begat the Dress, and the birds practically angered themselves… [+3890 chars]"
108,"{'id': 'wired', 'name': 'Wired'}",Angela Watercutter,Social Media Reminds Us of the Year That Wasn’t,"Technology is designed to conjure up warm, fond memories. But the anniversary of lockdown has brought on a period of mourning.","https://media.wired.com/photos/604a8cf84dccef2645d3896e/191:100/w_1280,c_limit/Culture_pandemic_monitor_1221103642.jpg",2021-03-12T17:05:00Z,"The Monitor is a weekly columndevoted to everything happening in the WIRED world of culture, from movies to memes, TV to Twitter.
Ever since the advent of the Gregorian calendar, human memory has be… [+3193 chars]"
109,"{'id': 'engadget', 'name': 'Engadget'}",https://www.engadget.com/about/editors/igor-bonifacic,Now Apple Maps can help you find COVID-19 vaccination sites,"Starting today, people in the US can use Apple Maps to find nearby COVID-19 vaccination sites.",https://s.yimg.com/os/creatr-uploaded-images/2021-03/bab967c0-86a9-11eb-bff9-2ad6c11278a5,2021-03-16T23:06:38Z,"Starting today, people in the US can use Apple Maps to find nearby COVID-19 vaccination sites. You can find the locations by tapping on the search bar and then the COVID-19 Vaccines icon under the ""F… [+1000 chars]"
110,"{'id': 'wired', 'name': 'Wired'}","Daniel Kreiss, Shannon McGregor",Facebook's Oversight Board Must Uphold the Ban on Trump,It's not just about penalizing the former president. It's about protecting democracy—in the US and around the world.,"https://media.wired.com/photos/6039699be9471794a22f0a88/191:100/w_1280,c_limit/Oped-Facebook-Oversight-Trump-1231037349%25202.jpg",2021-03-01T13:00:00Z,"In the coming weeks, the Facebook Oversight Board will rule on Donald Trumps indefinite suspension from the platform. This will surely be the Boards most important ruling to-date. The Boards specific… [+4898 chars]"
111,"{'id': 'engadget', 'name': 'Engadget'}",https://www.engadget.com/about/editors/saqib-shah,US charges CEO of company selling encrypted devices to drug traffickers,"The US Department of Justice has charged two individuals associated with encrypted phone software maker Sky Global, including the company's CEO, for allegedly facilitating global drug trafficking organizations.",https://s.yimg.com/uu/api/res/1.2/i.KFSBEWW2bgEDxplCyoOA--~B/aD0xNzAxO3c9MjY0NDthcHBpZD15dGFjaHlvbg--/https://s.yimg.com/os/creatr-uploaded-images/2021-03/55195440-8585-11eb-b57f-1de02853bf2a.cf.jpg,2021-03-15T12:15:52Z,The US Department of Justice (DoJ) has announced an indictment against the head and associate of a Canada-based company that allegedly supplied custom encrypted phones to international drug trafficke… [+2142 chars]
112,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Natasha Lomas,Jobandtalent takes $120M from Softbank to enter the US market,"Spain’s Jobandtalent, a digital temp staffing agency startup which operates a dual-sided platform that matches temps with employers needing casual labor in sectors like ecommerce, warehousing, logistics and manufacturing, has grabbed €100 million (~$120M) in …",https://techcrunch.com/wp-content/uploads/2021/03/Series-D-image.png?w=712,2021-03-10T00:01:15Z,"Spain’s Jobandtalent, a digital temp staffing agency startup which operates a dual-sided platform that matches temps with employers needing casual labor in sectors like ecommerce, warehousing, logist… [+5144 chars]"
113,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Sarah Perez,"YouTube’s TikTok rival, YouTube Shorts, arrives in the US","YouTube Shorts, the company’s short-form video experience and TikTok rival, is launching today in the U.S. The feature allows creators to record, edit and share short-form video content that’s 60 seconds or less in length, optionally set to popular music. At …",https://techcrunch.com/wp-content/uploads/2019/09/youtube-ios-app.jpg?w=712,2021-03-18T13:00:00Z,"YouTube Shorts, the company’s short-form video experience and TikTok rival, is launching today in the U.S. The feature allows creators to record, edit and share short-form video content that’s 60 sec… [+6262 chars]"
114,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Anthony Ha,Daily Crunch: YouTube’s TikTok rival launches in the US,"YouTube Shorts comes to the U.S., Amazon starts testing electric delivery vans in San Francisco and new data suggests the impact of Google Play’s recent changes. This is your Daily Crunch for March 18, 2021. The big story: YouTube’s TikTok rival launches in t…",https://techcrunch.com/wp-content/uploads/2020/06/GettyImages-1149449078-e1610399732853.jpg?w=760,2021-03-18T22:14:34Z,"YouTube Shorts comes to the U.S., Amazon starts testing electric delivery vans in San Francisco and new data suggests the impact of Google Play’s recent changes. This is your Daily Crunch for March 1… [+3268 chars]"
115,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Aria Alamalhodaei,Hyzon Motors’ hydrogen fuel ambitions include two US factories,"Hyzon Motors plans to produce fuel cells, including a critical component required to power hydrogen vehicles, at two U.S. factories in a move aimed at kickstarting domestic production at a commercial scale. The hydrogen-powered truck and bus manufacturer has …",https://techcrunch.com/wp-content/uploads/2021/03/HYZON-truck.jpg?w=533,2021-03-02T00:32:33Z,"Hyzon Motors plans to produce fuel cells, including a critical component required to power hydrogen vehicles, at two U.S. factories in a move aimed at kickstarting domestic production at a commercial… [+4636 chars]"
116,"{'id': 'wired', 'name': 'Wired'}",Chris Wright,NASA Gets a Quick Peek at a Mysterious Layer of the Sun,A new map of the chromosphere’s magnetic field could help us predict solar weather patterns—and anticipate flares that wreak havoc on the power grid.,"https://media.wired.com/photos/604bed80cefad00476a04ed1/191:100/w_1280,c_limit/Science_chromosphere_1221664954.jpg",2021-03-15T12:00:00Z,"Imagine for a minute that you have been transported to the middle layers of the suns atmosphere. The suns surface, the visible disc scientists call the photosphere, boils below you, red-hot plasma he… [+3443 chars]"
117,"{'id': 'the-verge', 'name': 'The Verge'}",Chaim Gartenberg,Taser maker Axon teams up with Skydio to sell drones directly to cops,"Axon has announced a new partnership with US-based drone manufacturer Skydio to sell drones with Axon’s software directly to law enforcement groups. The new deal is Axon’s second: it originally worked with DJI, but the China-based drone company is no longer p…",https://cdn.vox-cdn.com/thumbor/jAez6nfJ0H8cxcDCwVR3XKH3TSo=/45x0:1955x1000/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/20081367/Skydio_X2_commercial_drone.jpg,2021-03-11T16:35:52Z,"Following the tarnishing of DJIs image for government drone work
Image: Skydio
Axon the law enforcement company that makes Tasers, police body cameras, and other police and military technologies ha… [+2808 chars]"
118,"{'id': 'engadget', 'name': 'Engadget'}",https://www.engadget.com/about/editors/chris-velazco,Watch Samsung's Galaxy Awesome Unpacked with us live at 9:40AM ET,"Samsung usually saves its Unpacked events for its flashiest, highest-profile product launches, but today — well, things might be a little different. When the company kicks off its third major online event in as many months at 10:00 AM Eastern/7:00 AM Pacific …",https://s.yimg.com/os/creatr-uploaded-images/2021-03/39350b30-86f1-11eb-acdd-26cf199815f6,2021-03-17T12:47:13Z,"Samsung usually saves its Unpacked events for its flashiest, highest-profile product launches, but today well, things might be a little different. When the company kicks off its third major online ev… [+1151 chars]"
119,"{'id': 'engadget', 'name': 'Engadget'}",https://www.engadget.com/about/editors/kris-holt,The upcoming 'Among Us' account system is mostly about making the game safer,Innersloth plans to add a friends system and cross-platform cosmetics later.,https://s.yimg.com/os/creatr-uploaded-images/2021-03/02af4820-8cd0-11eb-bff7-ca4287868a97,2021-03-24T18:58:30Z,"When the latest Among Us
map arrives next week
, Innersloth will add an persistent account system
 to the hit game. Although it won't be mandatory to create an account, some features will be locke… [+1392 chars]"
120,"{'id': None, 'name': 'Lifehacker.com'}","Claire Lower on Skillet, shared by Claire Lower to Lifehacker",Should You Add Cheetos to Your Macaroni?,"I love innovation and, for the most part, I think preciousness around certain foods does us all a disservice, but some things are indefensible, and this one, particular blonde lady must be stopped. Read more...","https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/gclobspeiaaxehxor2z9.png",2021-03-02T14:00:00Z,"I love innovation and, for the most part, I think preciousness around certain foods does us all a disservice, but some things are indefensible, and this one, particular blonde lady must be stopped. … [+1627 chars]"
121,"{'id': None, 'name': 'Lifehacker.com'}",Meghan Moravcik Walbert,How to Get Your Vaccine Card Laminated for Free,Staples must have seen all the attention Krispy Kreme is getting for handing out free doughnuts to vaccinated people all year long—with proof via a valid vaccination card—because now they’re offering to laminate those cards for all of us for free. In the late…,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/fqtdqf10g4muomleroii.jpg",2021-03-26T13:30:00Z,Staples must have seen all the attention Krispy Kreme is getting for handing out free doughnuts to vaccinated people all year longwith proof via a valid vaccination cardbecause now theyre offering to… [+1494 chars]
122,"{'id': None, 'name': 'Lifehacker.com'}","Meghan Moravcik Walbert on Offspring, shared by Meghan Moravcik Walbert to Lifehacker",The Best Books to Teach Your Kid About Grief and Loss,"When we want to convey a difficult or abstract concept to our kids, whether it be empathy, racism, anxiety, or bullying, we often turn to children’s books for help. These books can help us introduce topics and ideas we otherwise struggle to put into our own w…","https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/vnsp1hhmh4yrtyd0f1gz.jpg",2021-03-23T17:30:00Z,"When we want to convey a difficult or abstract concept to our kids, whether it be empathy, racism, anxiety, or bullying, we often turn to childrens books for help. These books can help us introduce t… [+6613 chars]"
123,"{'id': 'engadget', 'name': 'Engadget'}",Kris Holt,US plans 'a mix of actions' against Russia over SolarWinds cyberattack,"The US is preparing to retaliate against Russia after determining the country was probably involved
 in the SolarWinds cyberattack. Without providing specifics, White House press secretary Jen Psaki confirmed to CNBC that the government will carry out ""a mix…",https://s.yimg.com/uu/api/res/1.2/WCv39iFAiSk.3sqkBr9mJg--~B/aD01Nzc0O3c9ODY2MDthcHBpZD15dGFjaHlvbg--/https://s.yimg.com/os/creatr-uploaded-images/2020-12/3221b6f0-410e-11eb-9fd7-0bdca54435fa.cf.jpg,2021-03-08T16:55:25Z,"The US is preparing to retaliate against Russia after determining the country was probably involved
 in the SolarWinds cyberattack. Without providing specifics, White House press secretary Jen Psaki… [+1266 chars]"
